Authors,Title,DOI,Link,Abstract,Author Keywords,Index Keywords
"Argumedo-García M., Salas-Navarro K., Acevedo-Chedid J., Ospina-Mateus H.","Bibliometric analysis of the potential of technologies in the humanitarian supply Chain","10.3390/joitmc7040232","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122023083&doi=10.3390%2fjoitmc7040232&partnerID=40&md5=8a53dc9f534b3751136511ced6dc09c2","This study presents a bibliometric analysis of research on technology in the humanitarian supply chain. The methodology includes performance analysis and science mapping to explore the application of technologies in humanitarian supply chains. This paper contributes to the literature by examining the most influential authors, trends, journals, countries, institutions, and the recent humanitarian supply chain collaboration. The information presented in this research was obtained with the Scopus database. The study identified 342 documents after applying filters to screen for duplicates and manuscripts unrelated to the topic. The articles were analyzed using MS Excel and VOSviewer. The research provides an overview of state of the art showing a high collaboration between the authors Ramesh A. and Kabra C, and the most relevant institutions were the Griffith Business School and the Delft University of Technology. Journal of Humanitarian Logistics and Supply Chain Management and Journal of Disaster Research were the most productive journals. The terms analysis shows that “disasters”, “disaster prevention”, “humanitarian logistics”, and “human” are the most used keywords. The study identifies future research lines related to the interaction between critical technologies to deliver real benefits to the humanitarian supply chain. As a result, it proposes integrating the significant contributions of new technologies, such as blockchain, big data, artificial intelligence, 3D printing, virtual and augmented reality, and the social media relief phase following the disaster. It also indicates gaps in knowledge in terms of research related to human-made disasters and health emergencies. © 2021 by the author.","Digital technologies; Disaster prevention; Humanitarian logistics; Humanitarian supply chain",
"Ali M.F.B.M., Ariffin M.K.A.B.M., Supeni E.E.B., Mustapha F.B.","An unsupervised machine learning-based framework for transferring local factories into supply chain networks","10.3390/math9233114","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120605115&doi=10.3390%2fmath9233114&partnerID=40&md5=6125f9c826624b66648771e49d4dc464","Transferring a local manufacturing company to a national-wide supply chain network with wholesalers and retailers is a significant problem in manufacturing systems. In this research, a hybrid PCA-K-means is used to transfer a local chocolate manufacturing firm near Kuala Lumpur into a national-wide supply chain. For this purpose, the appropriate locations of the wholesaler’s center points were found according to the geographical and population features of the markets in Malaysia. To this end, four wholesalers on the left island of Malaysia are recognized, which were located in the north area, right area, middle area, and south area. Similarly, two wholesalers were identified on the right island, which were in Sarawak and WP Labuan. In order to evaluate the performance of the proposed method, its outcomes are compared with other unsupervised-learning methods such as the WARD and CLINK methods. The outcomes indicated that K-means could successfully determine the best locations for the wholesalers in the supply chain network with a higher score (0.812). © 2021 by the authors. Licensee MDPI, Basel, Switzerland.","Design supply chain; Food distribution; Food supply chain; Unsupervised machine learning",
"Chung C., Jaffray D.A.","Cancer Needs a Robust ""metadata Supply Chain"" to Realize the Promise of Artificial Intelligence","10.1158/0008-5472.CAN-21-1929","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120448060&doi=10.1158%2f0008-5472.CAN-21-1929&partnerID=40&md5=364668f6c6e1bd7251770a9378ed6546","Profound advances in computational methods, including artificial intelligence (AI), present the opportunity to use the exponentially growing volume and complexity of available cancer measurements toward data-driven personalized care. While exciting, this opportunity has highlighted the disconnect between the promise of compute and the supply of high-quality data. The current paradigm of ad-hoc aggregation and curation of data needs to be replaced with a ""metadata supply chain"" that provides robust data in context with known provenance, that is, lineage and comprehensive data governance that will allow the promise of AI technology to be realized to its full potential in clinical practice. © 2021 American Association for Cancer Research Inc.. All rights reserved.",,"access to information; Article; artificial intelligence; automation; cancer research; data quality; decision support system; electronic medical record; health care; human; information processing; machine learning; metadata; metadata supply chain; natural language processing; personalized medicine; metadata; neoplasm; Artificial Intelligence; Humans; Metadata; Neoplasms"
"Serrano-Ruiz J.C., Mula J., Poler R.","Smart master production schedule for the supply chain: A conceptual framework","10.3390/computers10120156","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120004506&doi=10.3390%2fcomputers10120156&partnerID=40&md5=e61b96b60267debb697b4c018901efaf","Risks arising from the effect of disruptions and unsustainable practices constantly push the supply chain to uncompetitive positions. A smart production planning and control process must successfully address both risks by reducing them, thereby strengthening supply chain (SC) resilience and its ability to survive in the long term. On the one hand, the antidisruptive potential and the inherent sustainability implications of the zero-defect manufacturing (ZDM) management model should be highlighted. On the other hand, the digitization and virtualization of processes by Industry 4.0 (I4.0) digital technologies, namely digital twin (DT) technology, enable new simulation and optimization methods, especially in combination with machine learning (ML) procedures. This paper reviews the state of the art and proposes a ZDM strategy-based conceptual framework that models, optimizes and simulates the master production schedule (MPS) problem to maximize service levels in SCs. This conceptual framework will serve as a starting point for developing new MPS optimization models and algorithms in supply chain 4.0 (SC4.0) environments. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.","Digital twin; Machine learning; Master production schedule; Supply chain 4.0; Zero-defect manufacturing",
"Eluubek kyzy I., Song H., Vajdi A., Wang Y., Zhou J.","Blockchain for consortium: A practical paradigm in agricultural supply chain system","10.1016/j.eswa.2021.115425","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108970198&doi=10.1016%2fj.eswa.2021.115425&partnerID=40&md5=d85465c1f418f9310f878053deb78767","Trading aspect of agricultural supply chain system is sophisticated since it consists of many stages and involves various entities/agencies. Recently, blockchain technology could prove its effectiveness to solve some of the concerns in agricultural supply chain systems. Nevertheless, maximizing profit for producers (in our study farmers) is another important concern that can be addressed by consortium establishment which blockchain technology is the best solution for this purpose due to the following reasons. First, since all the nodes in the blockchain keep the verified and synchronized version of the chain, each node can verify the transactions’ transparency. Second, blockchain technology is temper-proof that means no one can change the history of the transactions. These two main features of blockchain technology can provide a suitable ground to construct a consortium among the producers. However, there are other specific requirements that a successful consortium in agricultural supply chain system should address them that motivate us to a new design of blockchain technology. More precisely, in our design we consider the problems of trustability, scalability, and share amount assignment. For trustability, we utilize cyber physical system to ensure the quantity and quality of the products. Scalability is being addressed by adopting the concept of public service platform and proposing a new consensus algorithm. And finally share amount assignment is being solved by our improved version of ant colony optimization algorithm. Experimental results and analysis prove the effectiveness and accuracy of our proposed design for blockchain technology. © 2021 Elsevier Ltd","Agricultural supply chain system; Ant colony optimization algorithm; Blockchain; Cyber physical system","Agriculture; Ant colony optimization; Artificial intelligence; Cyber Physical System; Embedded systems; Scalability; Supply chains; Agricultural supply chain system; Agricultural supply chains; Ant Colony Optimization algorithms; Block-chain; Consensus algorithms; Cybe-physical systems; Cyber-physical systems; Public service platforms; Supply chain systems; Blockchain"
"Karadgi S., Kulkarni V., Doddamani S.","Traceable and intelligent supply chain based on blockchain and artificial intelligence","10.1088/1742-6596/2070/1/012158","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120440296&doi=10.1088%2f1742-6596%2f2070%2f1%2f012158&partnerID=40&md5=2fafa6e2fa117bdee5043622d74d0f7d","Smart manufacturing focuses on maximizing the capabilities to increase multiple objectives, like cost, delivery, and quality, in manufacturing enterprises. This requires implementing product development lifecycle, production system lifecycle, and business cycle for supply chain management. In short, a considerable amount of data is generated in a given manufacturing enterprise. Likewise, progress has been made to adopt blockchain in financial industries, but the adoption is slow in non-financial sectors. The article elaborates a methodology for the realization of a traceable and intelligent supply chain. First, the methodology elaborates on the realization of traceability of enterprise entities, which are an integral part of the supply chain. In this case, each participating stakeholder of the supply chain is required internally to realize a smart manufacturing system with an extension to write critical control data to the blockchain (i.e., a subset of process data). Artificial Intelligence (AI) is being adopted in most industries. A supply chain stakeholder has access to its data and can employ AI to derive new insights. The data available with the stakeholder provides a narrow context. With blockchain, all the stakeholders have access to the data from other stakeholders. Subsequently, the insights derived by a stakeholder will be more meaningful. This will assist in realizing an intelligent supply chain. © Content from this work may be used under the terms of the Creative Commons Attribution 3.0 licence.",,"Blockchain; Flow control; Life cycle; Manufacture; Supply chain management; Block-chain; Business cycles; Financial industry; Financial sectors; Integral part; Manufacturing enterprise; Multiple-objectives; Production system; Smart manufacturing; System lifecycle; Artificial intelligence"
"Kolesnikov A., Kikin P., Panidi E.","Modelling of traffic flows and supply chains based on geospatial knowledge","10.1088/1742-6596/2068/1/012042","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120500844&doi=10.1088%2f1742-6596%2f2068%2f1%2f012042&partnerID=40&md5=14914de7d0ae1a84a0b577a0b956b787","The field of logistics and transport operates with large amounts of data. The transformation of such arrays into knowledge and processing using machine learning methods will help to find additional reserves for optimizing transport and logistics processes and supply chains. This article analyses the possibilities and prospects for the application of machine learning and geospatial knowledge in the field of logistics and transport using specific examples. The long-term impact of geospatial-based artificial intelligence systems on such processes as procurement, delivery, inventory management, maintenance, customer interaction is considered. © Journal of Physics: Conference Series 2021.","Geospatial knowledge; Logistics; Machine learning; Spatial modelling","Inventory control; Logistics; Supply chains; Geo-spatial; Geospatial knowledge; Large amounts of data; Logistics process; Logistics supply; Machine learning methods; Spatial modelling; Traffic flow; Traffic supply; Transport process; Machine learning"
"Akbari M., Do T.N.A.","A systematic review of machine learning in logistics and supply chain management: current trends and future directions","10.1108/BIJ-10-2020-0514","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103189379&doi=10.1108%2fBIJ-10-2020-0514&partnerID=40&md5=0c7850e37e20ea2e67c6d9e24538e6c9","Purpose: This paper presents a review of the existing state-of-the-art literature on machine learning (ML) in logistics and supply chain management (LSCM) by analyzing the current literature, contemporary concepts, data and gaps and suggesting potential topics for future research. Design/methodology/approach: A systematic/structured literature review in the subject discipline and a bibliometric analysis were organized. Information regarding industry involvement, geographic location, research design and methods, data analysis techniques, university, affiliation, publishers, authors, year of publications is documented. A wide collection of eight databases from 1994 to 2019 were explored using the keywords “Machine Learning” and “Logistics“, “Transportation” and “Supply Chain” in the title and/or abstract. A total of 110 articles were found, and information on a chain of variables was gathered. Findings: Over the last few decades, the application of emerging technologies has attracted significant interest all around the world. Analysis of the collected data shows that only nine literature reviews have been published in this area. Further, key findings show that 53.8 per cent of publications were closely clustered on transportation and manufacturing industries and 54.7 per cent were centred on mathematical models and simulations. Neural network is applied in 22 papers as their exclusive algorithms. Finally, the main focuses of the current literature are on prediction and optimization, where detection is contributed by only seven articles. Research limitations/implications: This review is limited to examining only academic sources available from Scopus, Elsevier, Web of Science, Emerald, JSTOR, SAGE, Springer, Taylor and Francis and Wiley which contain the words “Machine Learning” and “Logistics“, “Transportation” and “Supply Chain” in the title and/or abstract. Originality/value: This paper provides a systematic insight into research trends in ML in both logistics and the supply chain. © 2021, Emerald Publishing Limited.","Artificial intelligence; Emerging technologies; Logistics; Machine learning; Structured literature review; Supply chain management; Transportation",
"Liu K.-S., Lin M.-H.","Performance assessment on the application of artificial intelligence to sustainable supply chain management in the construction material industry","10.3390/su132212767","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119596172&doi=10.3390%2fsu132212767&partnerID=40&md5=c3fbd78e3c781301da2929b49acf65b3","Along with global geopolitical complex, information network security issues and increased natural disasters, risk management should be well considered in the construction material industry to re-integrate and establish stiff and flexible supply chains in order to cope with emergencies in the future market. Taking the construction material industry in Taiwan as the research object, representative enterprises with artificial intelligence applied sustainable supply chain management are studied. With the Delphi method and data envelopment analysis, the public data of annual statistics reports of the enterprises are used for selecting the performance indicators of inputs and outputs. Empirical data analysis is also performed to provide reference for the improvement. The research results are summarized as follows. 1. Substituting various input/output index values into CCR and BCC models, the overall production efficiency and pure technical efficiency of enterprises are calculated; by dividing the two, the returns to scale of enterprises are acquired. 2. Critical factors in artificial intelligence applied sustainable supply chain management could be found out through sensitivity analysis. Using the rate of sensitivity change as the evaluation baseline, sensitive factors contain financial aspect, scale aspect, financial performance, and profit before tax. Finally, discussions are proposed according to the results, expecting to help domestic businesses in the construction material industry establish steady and flexible supply chains and present diversified procurement sources to reinforce the emergency defensive ability of the construction material industry. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.","Artificial intelligence; Construction material industry; Performance assessment; Sustainable supply chain management","artificial intelligence; construction industry; construction material; performance assessment; returns to scale; supply chain management; sustainability; technical efficiency; Taiwan"
"Trabucco M., De Giovanni P.","Achieving resilience and business sustainability during COVID-19: The role of lean supply chain practices and digitalization","10.3390/su132212369","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119178148&doi=10.3390%2fsu132212369&partnerID=40&md5=d7a9efd38c4b00e312bca6dc5cf77718","This paper investigates how firms can enjoy a sustainable business even during the COVID-19 pandemic. The adoption of lean coordination mechanisms over the supply chain (SC) and lean approaches in omnichannel strategies can guarantee the business sustainability and resilience. Furthermore, we investigate whether business sustainability, along with digitalization through mobile apps, Artificial Intelligence systems, and Big Data and Machine Learning enable firms’ resilience. We first explore the background on the subject, identify the research gap, and develop some research hypotheses to be tested. Then, we present the data collection process and the sample, which finally consists of firms from different sectors, including retailing, electronics, pharmaceutics, and agriculture. Several logistic regression models are developed and estimated to generate findings and managerial insights. Our results show that a lean omnichannel approach is an effective practice to preserve production costs, SC visibility, inventory available over the SC, and sales. Furthermore, lean coordination with contracts can make a business sustainable by preserving quality, ROI, production costs, customer service, and inventory availability. Finally, firms can be highly sustainable through resilience when they engage in sustainable ROI, SC visibility, and sales; in contrast, the adoption of mobile apps worsens firms’ resilience, which is not influenced by Artificial Intelligence and Big Data and Machine Learning. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.","Business sustainability; Digitalization; Omnichannel; Performance; Resilience; Supply chain coordination","artificial intelligence; business; COVID-19; machine learning; regression analysis; resilience; supply chain management; sustainability"
"Amentae T.K., Gebresenbet G.","Digitalization and future agro-food supply chain management: A literature-based implications","10.3390/su132112181","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118577867&doi=10.3390%2fsu132112181&partnerID=40&md5=32b48cd53ef8261e7dd71c9312b4c3b2","Achieving transition towards sustainable and resilient food systems is a critical issue on the current societal agenda. This study examined the potential contribution of digitalization of the food system to such transition by reviewing 76 relevant journal articles, indexed on the Scopus database, using the integrative literature review approach and descriptive content analysis with MAXQDA 2020 software. ‘Blockchain’ was the top hit among keywords and main concepts applied to the food system. The UK as a country and Europe as a continent were found to lead the scientific research on food system digitalization. Use of digital technologies such as blockchain, the Internet of Things, big-data analytics, artificial intelligence, and related information and communications technologies were identified as enablers. Traceability, sustainability, resilience to crises such as the COVID-19 pandemic, and reducing food waste were among the key benefit areas associated with digitalization for different food commodities. Challenges to practical applications related to infrastructure and cost, knowledge and skill, law and regulations, the nature of the technologies, and the nature of the food system were identified. Developing policies and regulations, supporting infrastructure development, and educating and training people could facilitate fuller digitalization of the food system. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.","Agro-food supply chain management; Blockchain; Digitalization; IoT; Sustainability; Sustainable food system; Traceability","COVID-19; food supply; food waste; literature review; supply chain management; United Kingdom; Scopus"
"Abdelsamad C., Samir T., Aziz S., Jamila E.","Artificial neural network based meta-heuristic for performance improvement in physical internet supply chain network","10.11591/ijeecs.v24.i2.pp1161-1172","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118489310&doi=10.11591%2fijeecs.v24.i2.pp1161-1172&partnerID=40&md5=2c8d49540ecba1dc79119a9cd3de1bc8","Nowadays, reducing total costs while enhancing customer satisfaction is a major task for many supply chain systems. To deal with this issue, the physical internet (PI) paradigm can be represented as a potential replacement for the current logistics system. This paper devoted the cost reduction and lead time improvement in a PI-SCN using a hybrid framework based on an artificial neural network (ANN) and an improved slime mould algorithm (ISMA). To address the performance of the proposed framework, a real-case study in Morocco is considered. The new trainer ISMA’s performance has been investigated in three approximation datasets from the University of California at Irvine (UCI) machine-learning repository regarding nine recent metaheuristics. The experimental results highlight the effectiveness of ISMA according to other meta heuristics for training feed-forward neural networks (FNNs) to converge speed and to avoid local minima. © 2021 Institute of Advanced Engineering and Science. All rights reserved.","Artificial neural networks; Physical internet; Slime mould algorithm; Supply chain management",
"Qi Y., Cai Y.","Hybrid chaotic discrete bat algorithm with variable neighborhood search for vehicle routing problem in complex supply chain","10.3390/app112110101","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118176946&doi=10.3390%2fapp112110101&partnerID=40&md5=93da1fe497a26cc3dd9376209c67cddc","Driven by the supply chain, suppliers, manufacturers and warehouses are working more closely together for improving service quality. However, tremendous cost may incur in the supply chain if transportation is not planned properly and efficiently, which frustrates enterprises in the intense market. In this paper, we present a model of vehicle routing problem in complex supply chain (VRPCSC) and propose an intelligent algorithm called hybrid chaotic discrete bat algorithm with variable neighborhood search for minimizing the purchase cost of materials, processing cost, and delivery cost along the path from suppliers, to manufacturers and warehouses in the vehicle routing problem. Based on the principles of bat algorithm, a discrete chaotic initialization strategy (DCIS) and a variable neighborhood search (VNS) are adopted to enhance the convergence capacity. Finally, two sets of experiments are conducted, which show that the proposed algorithm can solve the VRPCSC effectively. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.","Artificial intelligence; Bat algorithm; Intelligent algorithm; Supply chain; Transportation systems; Vehicle routing",
"Alnahhal M., Ahrens D., Salah B.","Dynamic lead-time forecasting using machine learning in a make-to-order supply chain","10.3390/app112110105","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118109346&doi=10.3390%2fapp112110105&partnerID=40&md5=c15b7f0fd0e715f178054303e0532d00","This paper investigates the dynamic forecasting of lead-time, which can be performed by a logistics company for optimizing temporal shipment consolidation. Shipment consolidation is usually utilized to reduce outbound shipments costs, but it can increase the lead time. Forecasting in this paper is performed in a make-to-order supply chain using real data, where the logistics company does not know the internal production data of manufacturers. Forecasting was performed in several steps using machine-learning methods such as linear regression and logistic regression. The last step checks if the order will come in the next delivery week or not. Forecasting is evaluated after each shipment delivery to check the possibility of delaying the current arriving orders for a certain customer until the next week or making the delivery to the customer immediately. The results showed reasonable accuracy expressed in different ways, and one of them depends on a type I error with an average value of 0.07. This is the first paper that performs dynamic forecasting for the purpose of shipment temporal consolidation optimization in the consolidation center. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.","Freight consolidation; Lead-time forecasting; Machine learning; Make-to-order; Supply chain",
"Xu L., Mak S., Brintrup A.","Will bots take over the supply chain? Revisiting agent-based supply chain automation","10.1016/j.ijpe.2021.108279","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114126186&doi=10.1016%2fj.ijpe.2021.108279&partnerID=40&md5=9f99b4270826224bfe04e7b37f4efd99","Agent-based systems have the capability to fuse information from many distributed sources and create better plans faster. This feature makes agent-based systems naturally suitable to address the challenges in Supply Chain Management (SCM). Although agent-based supply chains systems have been proposed since the early 2000s; industrial uptake of them has been lagging. The reasons quoted include the immaturity of technology, a lack of interoperability with supply chain information systems, and a lack of trust in Artificial Intelligence (AI). In this paper, we revisit the agent-based supply chain and review the state of the art. We find that agent-based technology has matured, and other supporting technologies that are penetrating supply chains; are filling in gaps, leaving the concept applicable to a wider range of functions. For example, the ubiquity of IoT technology helps agents “sense” the state of affairs in a supply chain and opens up new possibilities for automation. Digital ledgers help securely transfer data between third parties, making agent-based information sharing possible, without the need to integrate Enterprise Resource Planning (ERP) systems. Learning functionality in agents enables agents to move beyond automation and towards autonomy. We note this convergence effect through conceptualising an agent-based supply chain framework, reviewing its components, and highlighting research challenges that need to be addressed in moving forward. © 2021","Agent; Agent-based systems; Automation; Autonomy; Supply chains","Autonomous agents; Botnet; Enterprise resource planning; Interoperability; Supply chains; Agent based; Agent based technologies; Agent-based systems; Autonomy; Chain management; Distributed sources; State of the art; Supply chain information systems; Supply chain systems; Supporting technology; Automation"
"Pournader M., Ghaderi H., Hassanzadegan A., Fahimnia B.","Artificial intelligence applications in supply chain management","10.1016/j.ijpe.2021.108250","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114030536&doi=10.1016%2fj.ijpe.2021.108250&partnerID=40&md5=379d2cff3a716f664142950218e78280","This paper presents a systematic review of studies related to artificial intelligence (AI) applications in supply chain management (SCM). Our systematic search of the related literature identifies 150 journal articles published between 1998 and 2020. A thorough bibliometric analysis is completed to develop the past and present state of this literature. A co-citation analysis on this pool of articles provides an understanding of the clusters of knowledge that constitute this research area. To further direct our discussions, we develop and validate an AI taxonomy which we use as a scale to conduct our bibliometric and co-citation analyses. The proposed taxonomy consists of three research categories of (a) sensing and interacting, (b) learning, and (c) decision making. These categories collectively establish the basis for present and future research on the application of AI methods in SCM literature and practice. Our analysis of the primary research clusters finds that learning methods are slowly getting momentum and sensing and interacting methods offer an emerging area of research. Finally, we provide a roadmap into future studies on AI applications in SCM. Our analysis underpins the importance of behavioral considerations in future studies. © 2021 Elsevier B.V.",,"Artificial intelligence; Decision making; Learning systems; Taxonomies; B-learning; Bibliometric; Bibliometrics analysis; Chain management; Co-Citation Analysis; Journal articles; Past and present; Research areas; Systematic Review; Systematic searches; Supply chain management"
"Bhosekar A., Badejo O., Ierapetritou M.","Modular supply chain optimization considering demand uncertainty to manage risk","10.1002/aic.17367","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112055918&doi=10.1002%2faic.17367&partnerID=40&md5=5a7d1100ca227ce45439bdfd72beb3b0","Supply chain under demand uncertainty has been a challenging problem due to increased competition and market volatility in modern markets. Flexibility in planning decisions makes modular manufacturing a promising way to address this problem. In this work, the problem of multiperiod process and supply chain network design is considered under demand uncertainty. A mixed integer two-stage stochastic programming problem is formulated with integer variables indicating the process design and continuous variables to represent the material flow in the supply chain. The problem is solved using a rolling horizon approach. Benders decomposition is used to reduce the computational complexity of the optimization problem. To promote risk-averse decisions, a downside risk measure is incorporated in the model. The results demonstrate the several advantages of modular designs in meeting product demands. A pareto-optimal curve for minimizing the objectives of expected cost and downside risk is obtained. © 2021 American Institute of Chemical Engineers.","feasibility analysis; machine learning; modular manufacturing; stochastic mixed integer programming; supply chain optimization","Commerce; Integer programming; Pareto principle; Risk assessment; Stochastic programming; Stochastic systems; Supply chains; Benders decomposition; Continuous variables; Demand uncertainty; Optimization problems; Pareto-optimal curves; Supply chain network design; Supply chain optimization; Two-stage stochastic programming; Competition"
"Martínez J., Durán J.M.","Software supply chain attacks, a threat to global cybersecurity: SolarWinds’ case study","10.18280/IJSSE.110505","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120362554&doi=10.18280%2fIJSSE.110505&partnerID=40&md5=a162235d764878ac5c1edf96cf36e0c4","Exploitation of a vulnerability that compromised the source code of the Solar Winds’ Orion system, a software that is used widely by different government and industry actors in the world for the administration and monitoring of networks; brought to the fore a type of stealth attack that has been gaining momentum: supply chain attacks. The main problem in the violation of the software supply chain is that, from 85% to 97% of the code currently used in the software development industry comes from the reuse of open source code frameworks, repositories of third-party software and APIs, creating potential vulnerabilities in the development cycle of a software product. This research analyzes the SolarWinds case study from an exploratory review of academic literature, government information, but also from the articles and reports that are published by different cybersecurity consulting firms and software providers. Then, a set of good practices is proposed such as: Zero trust, Multi-Factor authentication mechanisms (MFA), strategies such as SBOM and the recommendations of the CISA guide to defend against this type of attack. Finally, the research discusses about how to improve response times and prevention against this type of attacks, also future research related to the subject is suggested, such as the application of Machine Learning and Blockchain technologies. Additionally for risk reduction, in addition to the management and articulation of IT teams that participate in all the actors that are part of the software life cycle under a DevSecOps approach. © 2021 WITPress. All rights reserved.","C-SCRM; Cyber attack; Malware; Multi-factor authentication mechanisms (MFA); NIST SP 800-161; SBOM; Software supply chain attack; Solarwinds; Zero trust",
"Park K.J.","Determining the tiers of a supply chain using machine learning algorithms","10.3390/sym13101934","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118221655&doi=10.3390%2fsym13101934&partnerID=40&md5=397c7cf7c071f62d37e08f5f0798e6c5","Companies in the same supply chain influence each other, so sharing information enables more efficient supply chain management. An efficient supply chain must have a symmetry of information between participating entities, but in reality, the information is asymmetric, causing problems. The sustainability of the supply chain continues to be threatened because companies are reluctant to disclose information to others. If companies participating in the supply chain do not disclose accurate information, the next best way to improve the sustainability of the supply chain is to use data from the supply chain to determine each enterprise’s information. This study takes data from the supply chain and then uses machine learning algorithms to find which enterprise the data refer to when new data from unknown sources arise. The machine learning algorithms used are logistic regression, random forest, naive Bayes, decision tree, support vector machine, k-nearest neighbor, and multi-layer perceptron. Indicators for evaluating the performance of multi-class classification machine learning methods are accuracy, confusion matrix, precision, recall, and F1-score. The experimental results showed that LR and MLP accurately predicted companies (tiers), but NB, DT, RF, SVM, and K-NN did not accurately predict companies. In addition, the performance similarity of machine learning algorithms through experiments was classified into LR and MLP groups, NB and DT groups, and RF, SVM, and K-NN groups. © 2021 by the author. Licensee MDPI, Basel, Switzerland.","Machine learning; Multi-class classification; Supply chain; Sustainability; Symmetry",
"Angarita-Zapata J.S., Alonso-Vicario A., Masegosa A.D., Legarda J.","A taxonomy of food supply chain problems from a computational intelligence perspective","10.3390/s21206910","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117710418&doi=10.3390%2fs21206910&partnerID=40&md5=e3bd935f09705110f3c43b0f0ee05974","In the last few years, the Internet of Things, and other enabling technologies, have been progressively used for digitizing Food Supply Chains (FSC). These and other digitalization-enabling technologies are generating a massive amount of data with enormous potential to manage supply chains more efficiently and sustainably. Nevertheless, the intricate patterns and complexity embedded in large volumes of data present a challenge for systematic human expert analysis. In such a datadriven context, Computational Intelligence (CI) has achieved significant momentum to analyze, mine, and extract the underlying data information, or solve complex optimization problems, striking a balance between productive efficiency and sustainability of food supply systems. Although some recent studies have sorted the CI literature in this field, they are mainly oriented towards a single family of CI methods (a group of methods that share common characteristics) and review their application in specific FSC stages. As such, there is a gap in identifying and classifying FSC problems from a broader perspective, encompassing the various families of CI methods that can be applied in different stages (from production to retailing) and identifying the problems that arise in these stages from a CI perspective. This paper presents a new and comprehensive taxonomy of FSC problems (associated with agriculture, fish farming, and livestock) from a CI approach; that is, it defines FSC problems (from production to retail) and categorizes them based on how they can be modeled from a CI point of view. Furthermore, we review the CI approaches that are more commonly used in each stage of the FSC and in their corresponding categories of problems. We also introduce a set of guidelines to help FSC researchers and practitioners to decide on suitable families of methods when addressing any particular problems they might encounter. Finally, based on the proposed taxonomy, we identify and discuss challenges and research opportunities that the community should explore to enhance the contributions that CI can bring to the digitization of the FSC. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.","Agriculture; Computational intelligence; Deep learning; Fish farming; Food supply chain; Fuzzy systems; Livestock; Machine learning; Meta-heuristics; Neural networks; Probabilistic methods","Complex networks; Deep learning; Fish; Food supply; Fuzzy systems; Heuristic methods; Supply chains; Taxonomies; Computational intelligence methods; Deep learning; Enabling technologies; Fish farming; Food supply chain; Human expert; Large volumes; Metaheuristic; Neural-networks; Probabilistic methods; Agriculture; agriculture; animal; artificial intelligence; catering service; food; human; technology; Agriculture; Animals; Artificial Intelligence; Food; Food Supply; Humans; Technology"
"Khatua A., Khatua A., Chi X., Cambria E.","Artificial intelligence, social media and supply chain management: The way forward","10.3390/electronics10192348","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115745846&doi=10.3390%2felectronics10192348&partnerID=40&md5=b8eef71f0a919fab3a372eedef931310","Supply chain management (SCM) is a complex network of multiple entities ranging from business partners to end consumers. These stakeholders frequently use social media platforms, such as Twitter and Facebook, to voice their opinions and concerns. AI-based applications, such as sentiment analysis, allow us to extract relevant information from these deliberations. We argue that the context-specific application of AI, compared to generic approaches, is more efficient in retrieving meaningful insights from social media data for SCM. We present a conceptual overview of prevalent techniques and available resources for information extraction. Subsequently, we have identified specific areas of SCM where context-aware sentiment analysis can enhance the overall efficiency. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.","AI; Context-aware sentiment analysis; Social media; Supply chain management",
